organ,germ_layer,cell_type,rank_in_celltype,gene_symbol,canonical_marker,sensitivity_human,specificity_human,ubiquitousness_index,marker_score,gene_aliases,product_description,source
GI tract,Endoderm,Enterocytes,79,GATA4,Y,0.0,0.0047081,0.008,0.0,,GATA binding protein 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,80,CPS1,Y,0.0,0.0047081,0.013,0.0,,carbamoyl-phosphate synthase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,81,ALDOB,Y,0.0,0.00627746,0.031,0.0,,"aldolase, fructose-bisphosphate B","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,82,SLC11A2,Y,0.0,0.00659134,0.007,0.0,DCT1; NRAMP2,solute carrier family 11 member 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,83,MTTP,Y,0.0,0.00910232,0.014,0.0,MTP,microsomal triglyceride transfer protein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,84,AQP7,Y,0.0,0.00910232,0.005,0.0,AQP9; AQPap; AQP7L,aquaporin 7,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,85,AQP11,Y,0.0,0.0112994,0.018,0.0,,aquaporin 11,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,86,APOB,Y,0.0,0.0125549,0.015,0.0,,apolipoprotein B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,87,DPP4,Y,0.0,0.0131827,0.02,0.0,CD26; ADCP2,dipeptidyl peptidase 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,88,SLC2A5,Y,0.0,0.0131827,0.012,0.0,GLUT5,solute carrier family 2 member 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,89,REG3A,Y,0.0,0.0141243,0.005,0.0,REG-III; REG3; PBCGF,regenerating family member 3 alpha,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,90,FLOT2,Y,0.0,0.0150659,0.022,0.0,ECS-1; ECS1; M17S1,flotillin 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,91,CYBRD1,Y,0.0,0.0200879,0.005,0.0,DCYTB; FLJ23462; FRRS3; CYB561A2,cytochrome b reductase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,92,DGAT2,Y,0.0,0.0238544,0.023,0.0,,diacylglycerol O-acyltransferase 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,93,APOC3,Y,0.0,0.0244821,0.018,0.0,,apolipoprotein C3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,94,GSTA1,Y,0.0,0.0301318,0.012,0.0,,glutathione S-transferase alpha 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,95,CD36,Y,0.0,0.0345261,0.042,0.0,SCARB3; GPIV; GP4; GP3B,CD36 molecule,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,96,APOA1,Y,0.0,0.0684244,0.032,0.0,,apolipoprotein A1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,97,GSTM3,Y,0.0,0.0925926,0.024,0.0,GST5,glutathione S-transferase mu 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,98,PHGR1,N,1.0,0.0404896,0.031,0.9595,,"proline, histidine and glycine rich 1","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,99,HNF4A,N,0.833333,0.00627746,0.019,0.8281,NR2A1; HNF4; TCF14; MODY; MODY1,hepatocyte nuclear factor 4 alpha,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enterocytes,100,PPP1R14D,N,0.833333,0.00659134,0.018,0.8278,FLJ20251; GBPI-1; MGC119014; MGC119016,protein phosphatase 1 regulatory inhibitor subunit 14D,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enteroendocrine cells,1,SST,Y,1.0,0.0419162,0.027,0.9581,SMST,somatostatin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enteroendocrine cells,2,GCG,Y,1.0,0.0460132,0.024,0.954,GLP2; GRPP,glucagon,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enteroendocrine cells,3,IAPP,Y,0.947368,0.0365585,0.023,0.9127,AMYLIN,islet amyloid polypeptide,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enteroendocrine cells,4,SCGN,Y,0.631579,0.0261582,0.014,0.6151,SECRET; DJ501N12.8; SEGN; CALBL,"secretagogin, EF-hand calcium binding protein","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enteroendocrine cells,5,CHGA,Y,0.631579,0.0343523,0.057,0.6099,,chromogranin A,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enteroendocrine cells,6,CHGB,Y,0.631579,0.0409707,0.076,0.6057,SgI; SCG1,chromogranin B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enteroendocrine cells,7,CPE,Y,0.631579,0.130161,0.317,0.5494,,carboxypeptidase E,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enteroendocrine cells,8,NEUROD1,Y,0.210526,0.0220611,0.038,0.2059,BETA2; BHF-1; NeuroD; bHLHa3; MODY6; NEUROD,neuronal differentiation 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enteroendocrine cells,9,ISL1,Y,0.105263,0.0129215,0.028,0.1039,Isl-1; ISLET1,ISL LIM homeobox 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enteroendocrine cells,10,FFAR4,Y,0.0526316,0.00441223,0.005,0.0524,PGR4; GPR129; GPR120; O3FAR1,free fatty acid receptor 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enteroendocrine cells,11,NUCB2,Y,0.0526316,0.244879,0.066,0.0397,NEFA,nucleobindin 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enteroendocrine cells,12,NPSR1,Y,0.0,0.0,0.0,0.0,PGR14; GPRA; GPR154,neuropeptide S receptor 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Enteroendocrine cells,13,FFAR3,Y,0.0,0.0,0.0,0.0,FFA3R; GPR41,free fatty acid receptor 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
